fipscode,State,County,premature_death,poor_health,low_birthweight,obesity,diabetes,food_access,unemployment,child_poverty,income_inequality
30095,Montana,Stillwater County,8059.2,0.1064,0.0859,0.227,0.7833,0.428571429,0.04,0.111,39.8
30097,Montana,Sweet Grass County,8280.2,0.0772,0.0805,0.2,0.4474,0.25,0.024,0.119,43.9
30099,Montana,Teton County,5785.0,0.1222,,0.248,0.8,0.333333333,0.037,0.179,40.2
30101,Montana,Toole County,4298.4,0.1278,,0.276,0.6481,0.142857143,0.029,0.177,42.1
30103,Montana,Treasure County,,,,0.235,0.6739,0.0,0.039,0.244,40.1
30105,Montana,Valley County,8759.6,0.1216,0.0582,0.247,0.7105,0.090909091,0.038,0.228,42.6
30107,Montana,Wheatland County,8875.1,0.1022,,0.262,0.7778,0.5,0.037,0.343,40.6
30109,Montana,Wibaux County,,,,0.213,,1.0,0.032,0.195,49.0
30111,Montana,Yellowstone County,7148.1,0.1262,0.0713,0.257,0.8399,0.208333333,0.034,0.136,44.1
31000,Nebraska,Nebraska,6150.9,0.1227,0.0695,0.265,0.8255,0.35483871,0.033,0.147,42.4
31001,Nebraska,Adams County,6141.7,0.1363,0.0617,0.284,0.8304,0.142857143,0.03,0.146,40.9
31003,Nebraska,Antelope County,4216.4,0.1401,0.0497,0.287,0.8039,0.428571429,0.03,0.213,42.0
31005,Nebraska,Arthur County,,0.0796,,0.281,,0.0,0.041,0.167,41.2
31007,Nebraska,Banner County,,0.0795,,0.283,,0.0,0.024,0.242,46.9
31009,Nebraska,Blaine County,,,,0.284,,0.0,0.052,0.301,38.1
31011,Nebraska,Boone County,7161.2,0.1077,0.0582,0.267,0.8571,0.333333333,0.027,0.133,42.4
31013,Nebraska,Box Butte County,6222.8,0.1362,0.0664,0.305,0.7647,1.0,0.037,0.191,41.4
31015,Nebraska,Boyd County,6945.3,0.1597,,0.282,0.7778,0.4,0.032,0.22,42.3
31017,Nebraska,Brown County,3455.2,,0.0882,0.282,0.8667,0.25,0.027,0.194,42.6
31019,Nebraska,Buffalo County,6041.5,0.1048,0.0629,0.284,0.8694,0.307692308,0.025,0.132,40.3
31021,Nebraska,Burt County,6711.6,0.1179,0.058,0.288,0.7982,0.6,0.043,0.151,39.8
31023,Nebraska,Butler County,6256.5,0.1404,0.0477,0.293,0.75,0.1,0.029,0.134,37.1
31025,Nebraska,Cass County,5896.1,0.1147,0.0679,0.265,0.8571,0.2,0.037,0.092,35.7
31027,Nebraska,Cedar County,5060.6,0.0765,0.0398,0.278,0.8194,0.333333333,0.025,0.116,40.4
31029,Nebraska,Chase County,5737.5,0.1352,0.0658,0.282,0.6579,0.5,0.027,0.128,42.1
31031,Nebraska,Cherry County,5410.0,0.1008,0.0525,0.291,0.7143,0.125,0.024,0.203,42.1
31033,Nebraska,Cheyenne County,7723.2,0.1529,0.0652,0.282,0.7677,0.166666667,0.028,0.139,40.8
31035,Nebraska,Clay County,5459.6,0.115,0.0395,0.309,0.8784,0.363636364,0.032,0.139,40.2
31037,Nebraska,Colfax County,6068.3,0.1233,0.0562,0.28,0.8788,0.8,0.026,0.131,38.5
31039,Nebraska,Cuming County,6098.9,0.1283,0.0454,0.281,0.8283,0.5,0.029,0.115,40.5
31041,Nebraska,Custer County,7127.5,0.1202,0.0642,0.311,0.7612,0.363636364,0.024,0.188,42.2
31043,Nebraska,Dakota County,6496.8,0.1619,0.0731,0.317,0.8407,0.333333333,0.041,0.168,38.5
31045,Nebraska,Dawes County,6837.1,0.0966,0.0517,0.262,0.8625,0.5,0.029,0.209,48.4
31047,Nebraska,Dawson County,7876.5,0.1794,0.0663,0.291,0.8192,0.375,0.04,0.16,40.3
31049,Nebraska,Deuel County,,0.1166,,0.28,0.8148,0.5,0.031,0.181,38.6
31051,Nebraska,Dixon County,7485.2,0.0861,0.0602,0.299,0.8438,0.25,0.031,0.134,38.3
31053,Nebraska,Dodge County,6554.3,0.1319,0.0668,0.299,0.8517,0.363636364,0.035,0.176,39.3
31055,Nebraska,Douglas County,6824.4,0.1209,0.0783,0.267,0.8277,0.490196078,0.037,0.167,44.5
31057,Nebraska,Dundy County,3387.0,0.1086,,0.285,0.6111,0.0,0.029,0.208,42.9
31059,Nebraska,Fillmore County,8280.4,0.0512,0.0698,0.283,0.7568,0.375,0.03,0.146,40.3
31061,Nebraska,Franklin County,6544.6,0.1134,,0.286,0.7826,0.285714286,0.03,0.218,41.5
31063,Nebraska,Frontier County,2627.4,0.1641,,0.291,,0.2,0.027,0.187,44.1
31065,Nebraska,Furnas County,9869.0,0.1235,,0.301,0.7667,0.5,0.029,0.215,42.7
31067,Nebraska,Gage County,6906.9,0.1689,0.0693,0.296,0.851,0.166666667,0.047,0.152,38.8
31069,Nebraska,Garden County,7648.1,0.136,,0.29,0.8,0.5,0.031,0.249,40.3
31071,Nebraska,Garfield County,,0.1405,,0.278,0.9091,1.0,0.026,0.199,41.2
31073,Nebraska,Gosper County,,0.1092,,0.286,0.7619,0.5,0.032,0.138,38.7
31075,Nebraska,Grant County,,0.1367,,0.292,,0.333333333,0.029,0.202,35.0
31077,Nebraska,Greeley County,9923.6,0.1383,,0.302,,0.5,0.03,0.241,38.9
31079,Nebraska,Hall County,6940.9,0.1621,0.0689,0.313,0.7919,0.571428571,0.031,0.158,41.2
31081,Nebraska,Hamilton County,5544.0,0.14,0.0738,0.3,0.8454,0.166666667,0.024,0.103,37.4
31083,Nebraska,Harlan County,4625.6,0.1888,,0.269,0.8596,0.4,0.032,0.214,39.9
31085,Nebraska,Hayes County,,0.1089,,0.3,,1.0,0.034,0.246,41.8
31087,Nebraska,Hitchcock County,8156.6,0.1277,,0.291,0.7671,0.25,0.035,0.232,41.5
31089,Nebraska,Holt County,6014.7,0.1107,0.0508,0.282,0.8571,0.555555556,0.027,0.185,41.8
31091,Nebraska,Hooker County,,0.1275,,0.29,,1.0,0.047,0.139,39.8
31093,Nebraska,Howard County,5772.7,0.1221,0.0452,0.289,0.7857,0.333333333,0.03,0.158,39.1
31095,Nebraska,Jefferson County,5708.9,0.1136,0.0671,0.291,0.8734,0.142857143,0.039,0.157,44.8
31097,Nebraska,Johnson County,6947.0,,0.0552,0.295,0.8913,0.2,0.032,0.129,40.4
31099,Nebraska,Kearney County,6326.7,0.1173,0.0698,0.281,0.803,0.25,0.027,0.137,38.1
31101,Nebraska,Keith County,6459.9,0.1446,0.0879,0.283,0.7115,0.4,0.029,0.181,41.5
31103,Nebraska,Keya Paha County,,0.1096,,0.292,,0.0,0.047,0.279,42.1
31105,Nebraska,Kimball County,6745.3,0.1739,0.1158,0.285,0.8958,0.333333333,0.034,0.203,44.8
31107,Nebraska,Knox County,9476.6,0.1218,0.0607,0.275,0.8531,0.75,0.032,0.211,41.9
31109,Nebraska,Lancaster County,5219.5,0.0993,0.0703,0.263,0.8595,0.357142857,0.031,0.122,41.8
31111,Nebraska,Lincoln County,6741.7,0.1413,0.0671,0.31,0.847,0.222222222,0.03,0.15,42.1
31113,Nebraska,Logan County,,0.0829,,0.286,,0.0,0.021,0.172,35.1
31115,Nebraska,Loup County,,,,0.292,,0.0,0.04,0.244,38.9
31117,Nebraska,McPherson County,,0.0545,,0.292,,0.0,0.023,0.204,40.5
31119,Nebraska,Madison County,5872.7,0.135,0.0591,0.268,0.8289,0.714285714,0.033,0.154,40.1
31121,Nebraska,Merrick County,6978.4,0.1418,0.0698,0.299,0.8533,0.333333333,0.03,0.138,38.2
31123,Nebraska,Morrill County,8220.8,0.1333,0.0853,0.278,0.8529,0.5,0.032,0.242,40.5
31125,Nebraska,Nance County,9909.2,0.104,,0.276,0.6875,1.0,0.03,0.173,47.0
31127,Nebraska,Nemaha County,6297.0,0.1114,0.0577,0.29,0.9341,0.285714286,0.046,0.15,40.7
31129,Nebraska,Nuckolls County,6254.4,0.1278,0.0831,0.277,0.6543,0.333333333,0.029,0.189,39.8
31131,Nebraska,Otoe County,6179.0,0.14,0.0706,0.316,0.7254,0.4,0.036,0.119,39.2
31133,Nebraska,Pawnee County,6671.3,0.096,,0.281,0.963,0.166666667,0.033,0.211,44.5
31135,Nebraska,Perkins County,,0.1085,,0.264,0.84,0.25,0.024,0.188,43.5
31137,Nebraska,Phelps County,5596.8,0.1,0.0437,0.295,0.8316,0.4,0.024,0.139,43.0
31139,Nebraska,Pierce County,5782.6,0.0843,0.0342,0.292,0.8148,0.6,0.03,0.142,42.5
31141,Nebraska,Platte County,5689.8,0.1301,0.0579,0.289,0.8669,0.25,0.03,0.11,39.7
31143,Nebraska,Polk County,5677.0,0.1339,0.0646,0.299,0.8529,0.5,0.029,0.116,38.5
31145,Nebraska,Red Willow County,7099.8,0.1449,0.06,0.283,0.819,0.2,0.029,0.156,39.9
31147,Nebraska,Richardson County,10168.4,0.1539,0.0683,0.309,0.7442,0.25,0.043,0.191,41.7
31149,Nebraska,Rock County,,0.171,,0.287,,1.0,0.029,0.346,43.5
31151,Nebraska,Saline County,6341.0,0.0923,0.0686,0.311,0.8148,0.375,0.034,0.112,39.6
31153,Nebraska,Sarpy County,4531.8,0.1009,0.0672,0.285,0.8092,0.692307692,0.032,0.082,35.1
31155,Nebraska,Saunders County,5834.8,0.1117,0.068,0.283,0.8962,0.357142857,0.035,0.096,37.4
31157,Nebraska,Scotts Bluff County,8870.1,0.1622,0.0775,0.303,0.8342,0.222222222,0.037,0.241,44.1
31159,Nebraska,Seward County,4835.0,0.0955,0.0652,0.271,0.7881,0.3,0.033,0.076,39.5
31161,Nebraska,Sheridan County,8366.9,0.1218,0.0635,0.274,0.7872,0.428571429,0.027,0.269,40.3
31163,Nebraska,Sherman County,6224.7,0.1457,,0.299,0.6444,0.2,0.027,0.206,38.4
31165,Nebraska,Sioux County,,0.1177,,0.286,0.8667,0.0,0.036,0.245,43.4
31167,Nebraska,Stanton County,5647.4,0.1075,0.0515,0.315,0.9,0.5,0.028,0.126,36.0
31169,Nebraska,Thayer County,5063.6,0.1216,0.0686,0.295,0.8169,0.25,0.032,0.174,42.5
31171,Nebraska,Thomas County,,0.0996,,0.29,,0.0,0.04,0.168,40.2
31173,Nebraska,Thurston County,13411.1,0.1606,0.0463,0.324,0.4342,0.166666667,0.069,0.379,40.6
31175,Nebraska,Valley County,4872.3,0.1843,,0.289,0.7547,0.25,0.028,0.211,41.4
31177,Nebraska,Washington County,4340.0,0.1166,0.0646,0.272,0.8029,0.285714286,0.031,0.079,37.6
31179,Nebraska,Wayne County,5125.8,0.0963,0.049,0.295,0.8553,0.25,0.028,0.132,39.7
31181,Nebraska,Webster County,8411.7,0.1269,,0.296,0.6964,0.4,0.034,0.166,45.5
31183,Nebraska,Wheeler County,,0.1029,,0.277,,0.0,0.025,0.25,45.7
31185,Nebraska,York County,3532.3,0.1491,0.074,0.304,0.9143,0.285714286,0.037,0.124,38.8
32000,Nevada,Nevada,8232.1,0.1789,0.0788,0.246,0.731,0.343873518,0.067,0.149,43.6
32001,Nevada,Churchill County,9315.8,0.15,0.0708,0.268,0.7412,0.333333333,0.06,0.153,39.2
32003,Nevada,Clark County,8345.8,0.1841,0.0791,0.248,0.7289,0.365853659,0.066,0.153,43.6
32005,Nevada,Douglas County,5418.3,0.1245,0.0722,0.208,0.7775,0.375,0.073,0.113,45.4
32007,Nevada,Elko County,7403.1,0.1793,0.0693,0.296,0.673,0.294117647,0.042,0.109,38.4
32009,Nevada,Esmeralda County,,,,0.256,,0.0,0.051,0.178,42.9
32011,Nevada,Eureka County,,,,0.271,0.8947,0.5,0.052,0.118,42.7
32013,Nevada,Humboldt County,7948.8,0.174,0.0596,0.316,0.5795,0.25,0.049,0.153,40.5
32015,Nevada,Lander County,13345.3,0.1986,0.0813,0.301,0.6667,0.5,0.044,0.127,38.0
32017,Nevada,Lincoln County,10727.8,0.1627,0.0848,0.289,0.8148,0.6,0.054,0.177,44.6
32019,Nevada,Lyon County,8863.1,0.1559,0.0706,0.277,0.7653,0.428571429,0.096,0.137,43.2
32021,Nevada,Mineral County,13588.7,0.2457,0.0903,0.298,0.7018,0.25,0.077,0.281,42.1
32023,Nevada,Nye County,13396.7,0.1925,0.0784,0.312,0.7289,0.454545455,0.097,0.184,42.3
32027,Nevada,Pershing County,5022.0,0.1584,0.0678,0.335,,0.5,0.07,0.186,41.9
32029,Nevada,Storey County,4924.8,0.1685,,0.278,,0.0,0.07,0.078,38.9
32031,Nevada,Washoe County,7250.9,0.1508,0.0819,0.212,0.739,0.292682927,0.068,0.126,44.2
32033,Nevada,White Pine County,11487.0,0.1852,0.063,0.329,0.6774,0.285714286,0.047,0.148,43.2
32510,Nevada,Carson City,9112.4,0.225,0.0763,0.237,0.7321,0.222222222,0.07,0.197,44.7
33000,New Hampshire,New Hampshire,5604.2,0.1122,0.0658,0.251,0.8634,0.415492958,0.038,0.092,41.4
33001,New Hampshire,Belknap County,6004.2,0.1089,0.0639,0.25,0.8475,0.368421053,0.041,0.106,40.3
33003,New Hampshire,Carroll County,7013.2,0.1101,0.0599,0.212,0.8284,0.387096774,0.036,0.15,42.8
33005,New Hampshire,Cheshire County,5602.6,0.1114,0.0549,0.275,0.828,0.333333333,0.037,0.102,42.4
33007,New Hampshire,Coos County,7979.5,0.1671,0.0722,0.269,0.8603,0.5625,0.052,0.171,39.5
33009,New Hampshire,Grafton County,5333.4,0.1043,0.0616,0.229,0.8453,0.425,0.031,0.099,44.3
33011,New Hampshire,Hillsborough County,5512.6,0.1123,0.066,0.245,0.8786,0.65,0.038,0.092,40.2
33013,New Hampshire,Merrimack County,5717.3,0.1,0.0637,0.238,0.9049,0.3,0.036,0.098,41.2
33015,New Hampshire,Rockingham County,5083.7,0.104,0.0676,0.233,0.8609,0.386363636,0.042,0.055,40.0
33017,New Hampshire,Strafford County,5800.7,0.1367,0.0668,0.262,0.8528,0.4,0.036,0.114,41.2
33019,New Hampshire,Sullivan County,6991.2,0.116,0.0837,0.269,0.8504,0.235294118,0.034,0.121,40.3
34000,New Jersey,New Jersey,6294.4,0.155,0.0812,0.241,0.7644,0.573187415,0.055,0.114,46.1
34001,New Jersey,Atlantic County,8861.1,0.1899,0.0852,0.265,0.6951,0.46875,0.07,0.157,44.1
34003,New Jersey,Bergen County,4314.3,0.1185,0.0734,0.196,0.7745,0.774647887,0.045,0.062,47.2
34005,New Jersey,Burlington County,5905.2,0.1175,0.0784,0.26,0.7952,0.617647059,0.05,0.059,39.7
34007,New Jersey,Camden County,8450.4,0.1765,0.0896,0.258,0.7577,0.648648649,0.061,0.149,43.4
34009,New Jersey,Cape May County,9021.7,0.1365,0.0657,0.251,0.7984,0.380952381,0.08,0.124,45.7
34011,New Jersey,Cumberland County,9806.3,0.2216,0.0895,0.272,0.746,0.190476191,0.08,0.269,43.3
34013,New Jersey,Essex County,9143.7,0.1892,0.1061,0.253,0.708,0.617021277,0.066,0.187,52.1
34015,New Jersey,Gloucester County,6968.6,0.1288,0.0821,0.249,0.7777,0.592592593,0.055,0.09,39.2
34017,New Jersey,Hudson County,6614.7,0.242,0.0819,0.228,0.6895,0.625,0.064,0.212,48.4
34019,New Jersey,Hunterdon County,4111.1,0.0994,0.059,0.188,0.8415,0.321428571,0.038,0.028,43.7
34021,New Jersey,Mercer County,6514.0,0.1442,0.0916,0.222,0.7536,0.421052632,0.049,0.122,47.2
34023,New Jersey,Middlesex County,5158.6,0.142,0.0795,0.238,0.787,0.625,0.05,0.077,39.8
34025,New Jersey,Monmouth County,5485.6,0.119,0.0751,0.204,0.7675,0.525423729,0.049,0.074,45.3
34027,New Jersey,Morris County,4291.9,0.0945,0.0691,0.204,0.806,0.535714286,0.04,0.041,44.8
34029,New Jersey,Ocean County,6512.1,0.1562,0.0645,0.264,0.809,0.6875,0.06,0.127,42.7
34031,New Jersey,Passaic County,6593.6,0.2326,0.0849,0.247,0.7445,0.641025641,0.068,0.181,45.7
34033,New Jersey,Salem County,9176.9,0.1899,0.08,0.287,0.7191,0.583333333,0.063,0.141,39.9
34035,New Jersey,Somerset County,4295.1,0.1024,0.0745,0.204,0.8071,0.633333333,0.041,0.04,44.9
34037,New Jersey,Sussex County,5254.7,0.1319,0.0614,0.237,0.8222,0.407407407,0.05,0.053,38.3
34039,New Jersey,Union County,6178.5,0.1791,0.082,0.211,0.7476,0.833333333,0.058,0.111,47.4
34041,New Jersey,Warren County,5668.7,0.1543,0.0711,0.269,0.7904,0.388888889,0.05,0.078,39.6
35000,New Mexico,New Mexico,8312.2,0.175,0.083,0.251,0.7,0.241784038,0.042,0.252,45.9
35001,New Mexico,Bernalillo County,7816.1,0.149,0.0851,0.2,0.7932,0.375,0.041,0.204,45.2
35003,New Mexico,Catron County,8185.3,,,0.193,0.7381,0.0,0.049,0.413,44.1
35005,New Mexico,Chaves County,10175.8,0.2441,0.0807,0.256,0.7417,0.5,0.04,0.3,44.4
35006,New Mexico,Cibola County,10665.7,0.2355,0.0844,0.281,0.5202,0.166666667,0.044,0.314,43.6
35007,New Mexico,Colfax County,8144.5,0.1904,0.1066,0.187,0.85,0.5,0.041,0.278,43.1
35009,New Mexico,Curry County,8060.3,0.203,0.087,0.248,0.6867,0.375,0.03,0.246,46.6
35011,New Mexico,DeBaca County,16250.5,0.1428,,0.224,0.7568,0.333333333,0.036,0.284,44.0
35013,New Mexico,Dona Ana County,6717.7,0.2028,0.0755,0.227,0.7121,0.333333333,0.044,0.346,45.3
35015,New Mexico,Eddy County,9536.7,0.2026,0.0783,0.274,0.8003,0.2,0.028,0.212,46.4
35017,New Mexico,Grant County,9349.5,0.1911,0.0989,0.196,0.7643,0.166666667,0.046,0.286,44.5
35019,New Mexico,Guadalupe County,13014.9,0.1572,0.0847,0.219,0.8983,0.166666667,0.057,0.301,43.1
35021,New Mexico,Harding County,,,,0.208,,0.0,0.025,0.21,44.8
35023,New Mexico,Hidalgo County,9062.1,,0.0897,0.201,0.7963,0.5,0.039,0.348,46.0
35025,New Mexico,Lea County,9665.5,0.2246,0.0886,0.278,0.7311,0.384615385,0.026,0.246,42.4
35027,New Mexico,Lincoln County,7310.5,0.1201,0.0872,0.174,0.7006,0.133333333,0.033,0.266,45.0
35028,New Mexico,Los Alamos County,3000.5,0.0886,0.0933,0.197,0.8228,0.5,0.028,0.027,37.0
35029,New Mexico,Luna County,9223.0,0.2376,0.0851,0.243,0.7672,0.333333333,0.113,0.535,46.1
35031,New Mexico,McKinley County,12587.5,0.2072,0.0886,0.328,0.2989,0.227272727,0.052,0.356,47.1
35033,New Mexico,Mora County,9621.2,0.2232,0.1471,0.191,0.7368,0.083333333,0.082,0.329,45.7
35035,New Mexico,Otero County,7796.4,0.1819,0.0745,0.258,0.5682,0.125,0.041,0.312,39.9
35037,New Mexico,Quay County,10723.9,0.2081,0.074,0.258,0.6977,0.125,0.045,0.361,47.2
35039,New Mexico,Rio Arriba County,13697.7,0.2395,0.0977,0.21,0.6657,0.071428571,0.051,0.253,44.4
35041,New Mexico,Roosevelt County,8548.9,0.186,0.0656,0.23,0.6943,0.0,0.029,0.311,48.0
35043,New Mexico,Sandoval County,6887.9,0.1475,0.0783,0.222,0.6724,0.263157895,0.049,0.138,40.0
35045,New Mexico,San Juan County,8725.8,0.1773,0.0702,0.264,0.5807,0.352941177,0.037,0.239,45.1
35047,New Mexico,San Miguel County,10620.3,0.2383,0.1217,0.192,0.7412,0.133333333,0.046,0.31,46.6
35049,New Mexico,Santa Fe County,6719.0,0.1321,0.0837,0.127,0.7452,0.333333333,0.035,0.211,48.9
35051,New Mexico,Sierra County,10217.6,0.2105,0.0778,0.212,0.8343,0.222222222,0.037,0.404,45.1
35053,New Mexico,Socorro County,9725.0,0.2251,0.083,0.212,0.7262,0.333333333,0.033,0.421,47.5
35055,New Mexico,Taos County,8865.9,0.1804,0.0959,0.157,0.7723,0.190476191,0.052,0.267,44.2
35057,New Mexico,Torrance County,11364.3,0.23,0.0694,0.213,0.7069,0.222222222,0.051,0.336,44.3
35059,New Mexico,Union County,10132.6,0.1003,0.0844,0.2,0.6727,0.125,0.025,0.291,42.0
35061,New Mexico,Valencia County,9272.0,0.1884,0.0778,0.258,0.8088,0.375,0.048,0.23,42.1
36000,New York,New York,6099.4,0.1644,0.0799,0.255,0.7964,0.433620299,0.054,0.196,49.8
36001,New York,Albany County,6453.4,0.1215,0.0798,0.256,0.8394,0.256410256,0.049,0.148,44.0
36003,New York,Allegany County,7125.9,0.1744,0.0661,0.256,0.8591,0.285714286,0.065,0.233,41.2
36005,New York,Bronx County,8426.3,0.2655,0.0963,0.254,0.6801,0.923076923,0.074,0.381,48.3
36007,New York,Broome County,6666.6,0.131,0.0736,0.27,0.8395,0.387096774,0.057,0.189,44.8
36009,New York,Cattaraugus County,7817.2,0.1942,0.0673,0.285,0.8317,0.363636364,0.062,0.236,40.9
36011,New York,Cayuga County,6521.2,0.1705,0.0748,0.256,0.8382,0.45,0.057,0.204,39.6
36013,New York,Chautauqua County,6428.1,0.1756,0.0705,0.293,0.8623,0.421052632,0.056,0.237,43.5
36015,New York,Chemung County,6467.6,0.2094,0.0833,0.27,0.8587,0.411764706,0.057,0.247,44.7
36017,New York,Chenango County,6781.4,0.1327,0.0703,0.274,0.8385,0.380952381,0.065,0.187,41.2
36019,New York,Clinton County,6244.7,0.1559,0.0785,0.254,0.8545,0.307692308,0.067,0.167,42.3
36021,New York,Columbia County,7438.4,0.1254,0.0696,0.27,0.8319,0.303030303,0.049,0.15,44.8
36023,New York,Cortland County,7064.6,0.1751,0.0754,0.245,0.8741,0.416666667,0.065,0.185,40.9
36025,New York,Delaware County,6910.5,0.1361,0.0676,0.253,0.7509,0.171428571,0.061,0.216,42.5
36027,New York,Dutchess County,5617.3,0.092,0.0676,0.244,0.8295,0.487179487,0.052,0.115,40.9
36029,New York,Erie County,7196.8,0.1396,0.0833,0.269,0.8201,0.517241379,0.058,0.193,45.8
36031,New York,Essex County,6021.3,0.1195,0.0556,0.226,0.8253,0.233333333,0.068,0.175,40.9
36033,New York,Franklin County,6617.7,0.1673,0.0858,0.263,0.7994,0.363636364,0.071,0.203,42.1
36035,New York,Fulton County,6931.1,0.1896,0.0643,0.257,0.8359,0.428571429,0.069,0.213,43.2
36037,New York,Genesee County,6115.7,0.1483,0.0602,0.273,0.8203,0.352941177,0.057,0.148,38.8
36039,New York,Greene County,8361.9,0.0982,0.0761,0.245,0.8497,0.277777778,0.06,0.177,44.9
36041,New York,Hamilton County,5281.1,,0.0697,0.242,0.88,0.181818182,0.064,0.149,43.4
36043,New York,Herkimer County,6934.9,0.1265,0.0663,0.245,0.8579,0.529411765,0.062,0.178,39.5
36045,New York,Jefferson County,6393.4,0.1374,0.0668,0.28,0.8608,0.292682927,0.069,0.198,42.7
36047,New York,Kings County,7008.9,0.215,0.086,0.247,0.7586,0.730769231,0.059,0.317,50.0
36049,New York,Lewis County,6500.5,0.1643,0.0616,0.274,0.8423,0.235294118,0.068,0.233,40.0
36051,New York,Livingston County,5418.9,0.1125,0.0579,0.275,0.8286,0.347826087,0.06,0.137,39.4
36053,New York,Madison County,5817.6,0.1399,0.0718,0.266,0.8165,0.333333333,0.058,0.145,41.5
36055,New York,Monroe County,6154.3,0.1491,0.0776,0.264,0.8535,0.484848485,0.055,0.186,44.6
36057,New York,Montgomery County,6995.9,0.114,0.0679,0.291,0.8218,0.25,0.072,0.174,40.6
36059,New York,Nassau County,4709.8,0.1286,0.0761,0.209,0.8043,0.566037736,0.047,0.056,45.1
36061,New York,New York County,5481.7,0.1953,0.0834,0.154,0.7219,0.262195122,0.049,0.278,60.1
36063,New York,Niagara County,7145.4,0.1633,0.0789,0.266,0.8317,0.52173913,0.069,0.168,42.4
36065,New York,Oneida County,6926.2,0.1406,0.0837,0.244,0.8383,0.280701754,0.055,0.249,43.7
36067,New York,Onondaga County,6350.9,0.1363,0.0815,0.273,0.8632,0.533333333,0.053,0.188,44.8
36069,New York,Ontario County,5531.6,0.0844,0.0606,0.256,0.8689,0.428571429,0.052,0.135,41.8
36071,New York,Orange County,5949.9,0.1637,0.0672,0.259,0.7999,0.403508772,0.055,0.149,40.0
36073,New York,Orleans County,5313.0,0.1575,0.069,0.262,0.8636,0.4,0.07,0.192,39.8
36075,New York,Oswego County,6992.3,0.185,0.0758,0.277,0.8347,0.461538462,0.071,0.186,40.7
36077,New York,Otsego County,5795.7,0.1189,0.0747,0.246,0.8043,0.3,0.057,0.179,41.1
36079,New York,Putnam County,4771.6,0.0914,0.0674,0.243,0.7736,0.777777778,0.045,0.048,38.7
36081,New York,Queens County,5238.6,0.2093,0.0808,0.233,0.7622,0.810126582,0.049,0.173,42.5
36083,New York,Rensselaer County,6376.2,0.1305,0.0745,0.267,0.8373,0.3125,0.053,0.149,40.3
36085,New York,Richmond County,6033.3,0.1565,0.0809,0.245,0.8212,0.857142857,0.05,0.131,42.9
36087,New York,Rockland County,4861.7,0.1557,0.0672,0.241,0.8251,0.666666667,0.048,0.139,44.0
36089,New York,St. Lawrence County,7218.9,0.1527,0.0751,0.296,0.825,0.255319149,0.072,0.222,41.0
36091,New York,Saratoga County,4934.6,0.1428,0.0628,0.252,0.8486,0.476190476,0.046,0.072,40.0
36093,New York,Schenectady County,6806.6,0.1126,0.0788,0.25,0.8502,0.411764706,0.052,0.156,42.9
36095,New York,Schoharie County,6342.2,0.1334,0.057,0.243,0.8329,0.111111111,0.069,0.171,39.4
36097,New York,Schuyler County,5033.6,0.1676,0.0635,0.243,0.825,0.071428571,0.059,0.188,39.8
36099,New York,Seneca County,6168.2,,0.0684,0.303,0.9121,0.375,0.056,0.176,39.4
36101,New York,Steuben County,6759.7,0.1391,0.0766,0.283,0.8385,0.535714286,0.062,0.211,42.7
36103,New York,Suffolk County,5721.2,0.1344,0.0735,0.234,0.7929,0.713043478,0.05,0.066,41.6
36105,New York,Sullivan County,8643.8,0.1474,0.0769,0.241,0.837,0.232142857,0.066,0.201,42.8
36107,New York,Tioga County,5249.7,0.1022,0.0775,0.276,0.8361,0.5,0.054,0.145,39.1
36109,New York,Tompkins County,4717.8,0.1206,0.0671,0.253,0.8918,0.4,0.041,0.133,46.9
36111,New York,Ulster County,6376.6,0.1315,0.0723,0.267,0.8003,0.228070175,0.055,0.152,43.0
36113,New York,Warren County,5964.6,0.114,0.0659,0.244,0.8893,0.391304348,0.058,0.146,42.1
36115,New York,Washington County,6915.7,0.1673,0.0702,0.267,0.898,0.3,0.055,0.176,38.1
36117,New York,Wayne County,6414.4,0.1236,0.0652,0.254,0.8787,0.545454546,0.059,0.161,39.6
36119,New York,Westchester County,4771.6,0.1297,0.0778,0.191,0.7646,0.717647059,0.048,0.094,53.5
36121,New York,Wyoming County,6113.6,0.1249,0.0524,0.263,0.7978,0.263157895,0.063,0.135,36.9
36123,New York,Yates County,5696.0,,0.0563,0.241,0.7933,0.2,0.049,0.259,43.3
37000,North Carolina,North Carolina,8174.3,0.1859,0.09,0.287,0.8368,0.451376147,0.063,0.195,46.1
37001,North Carolina,Alamance County,7768.2,0.1949,0.0894,0.288,0.8917,0.384615385,0.066,0.18,42.3
37003,North Carolina,Alexander County,9268.4,0.2151,0.0781,0.282,0.8424,0.666666667,0.073,0.162,43.5
37005,North Carolina,Alleghany County,8982.4,0.3064,0.0958,0.259,0.8457,0.166666667,0.077,0.26,47.6
37007,North Carolina,Anson County,11408.2,0.2796,0.1019,0.331,0.7722,0.142857143,0.089,0.287,43.9
37009,North Carolina,Ashe County,7990.2,0.2351,0.0781,0.284,0.8602,0.363636364,0.069,0.23,44.0
37011,North Carolina,Avery County,9138.6,0.215,0.0912,0.265,0.7535,0.333333333,0.058,0.235,44.6
37013,North Carolina,Beaufort County,10323.8,0.2399,0.0985,0.341,0.8728,0.555555556,0.074,0.259,44.6
37015,North Carolina,Bertie County,12022.6,0.267,0.1385,0.37,0.8093,0.375,0.076,0.356,48.4
